TCode,Name,destCity,Final_Arrival,Initial_Departure,Total_Trip_Duration_mins,Duration (sec),Direction
T301,Parkway Station,St Paul,7:26am,6:24am,62,52,Walk to Parkway Station - P&R
T301,Parkway Station,St Paul,7:26am,6:24am,62,1680,Bus towards Southbound 785 Trip 3/Maple Grove/ To Mpls
T301,Parkway Station,St Paul,7:26am,6:24am,62,102,Walk to 6th St S & Nicollet Mall
T301,Parkway Station,St Paul,7:26am,6:24am,62,1380,Bus towards Eastbound 94F Express / Dwtn St Paul / River Plaza
T301,Parkway Station,St Paul,7:26am,6:24am,62,133,"Walk to St Paul, MN 55101, USA"
T302,Hwy 36 & Rice St,St Paul,7:18am,6:50am,28,362,Walk to Rice St & Co Rd B
T302,Hwy 36 & Rice St,St Paul,7:18am,6:50am,28,1080,Bus towards Southbound 262 Ltd Stop / DT ST Paul / Union Depot
T302,Hwy 36 & Rice St,St Paul,7:18am,6:50am,28,238,"Walk to St Paul, MN 55101, USA"
T303,Maple Plain,St Paul,8:14am,6:44am,90,129,Walk to Maple Plain P&R & Baker Park Rd
T303,Maple Plain,St Paul,8:14am,6:44am,90,3540,Bus towards Eastbound 674 Express / Downtown
T303,Maple Plain,St Paul,8:14am,6:44am,90,85,Walk to 6th St S & 2nd Ave / 3rd Ave S
T303,Maple Plain,St Paul,8:14am,6:44am,90,1260,Bus towards Eastbound 94F Express / Dwtn St Paul / River Plaza
T303,Maple Plain,St Paul,8:14am,6:44am,90,133,"Walk to St Paul, MN 55101, USA"
T304,I-35E & County Road 14,St Paul,7:14am,6:35am,39,154,Walk to Interstate 35E Co Rd 14 P&R & 21st Ave N
T304,I-35E & County Road 14,St Paul,7:14am,6:35am,39,2160,Bus towards Southbound 275 Express / St Paul
T304,I-35E & County Road 14,St Paul,7:14am,6:35am,39,59,"Walk to St Paul, MN 55101, USA"
T305,I-35E & County Road E,St Paul,7:14am,6:51am,23,85,Walk to Interstate 35E Ramp & I-35E Co Rd E P&R
T305,I-35E & County Road E,St Paul,7:14am,6:51am,23,1260,Bus towards Southbound 275 Express / St Paul
T305,I-35E & County Road E,St Paul,7:14am,6:51am,23,59,"Walk to St Paul, MN 55101, USA"
T306,Chanhassen Transit Station,St Paul,7:26am,6:08am,78,120,Walk to Chanhassen Transit Station & P&R
T306,Chanhassen Transit Station,St Paul,7:26am,6:08am,78,2460,Bus towards Eastbound 698 Express/EC/SW V/Cha/SW St/Mpls/UofM
T306,Chanhassen Transit Station,St Paul,7:26am,6:08am,78,134,Walk to 6th St S & 2nd Ave / 3rd Ave S
T306,Chanhassen Transit Station,St Paul,7:26am,6:08am,78,1260,Bus towards Eastbound 94F Express / Dwtn St Paul / River Plaza
T306,Chanhassen Transit Station,St Paul,7:26am,6:08am,78,133,"Walk to St Paul, MN 55101, USA"
T309,Hopkins Park-and-Ride,St Paul,7:15am,6:07am,68,247,Walk to Excelsior Blvd & 5th Ave S
T309,Hopkins Park-and-Ride,St Paul,7:15am,6:07am,68,1620,Bus towards Eastbound 664 Express / Downtown
T309,Hopkins Park-and-Ride,St Paul,7:15am,6:07am,68,85,Walk to 6th St S & 2nd Ave / 3rd Ave S
T309,Hopkins Park-and-Ride,St Paul,7:15am,6:07am,68,1260,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot
T309,Hopkins Park-and-Ride,St Paul,7:15am,6:07am,68,133,"Walk to St Paul, MN 55101, USA"
T312,Carver Station,St Paul,7:26am,6:00am,86,35,Walk to Carver P&R & Ironwood Dr Jonathan Carver
T312,Carver Station,St Paul,7:26am,6:00am,86,2700,Bus towards Eastbound 697 Express/E Bd/Carver/East Creek/Mpls
T312,Carver Station,St Paul,7:26am,6:00am,86,172,Walk to 6th St S & 2nd Ave / 3rd Ave S
T312,Carver Station,St Paul,7:26am,6:00am,86,1260,Bus towards Eastbound 94F Express / Dwtn St Paul / River Plaza
T312,Carver Station,St Paul,7:26am,6:00am,86,133,"Walk to St Paul, MN 55101, USA"
T313,Newport Transit Station,St Paul,7:21am,6:55am,26,142,Walk to 21st St & 2nd Ave
T313,Newport Transit Station,St Paul,7:21am,6:55am,26,1380,Bus towards Northbound 364 St Paul Park/ Newport/ St Paul
T313,Newport Transit Station,St Paul,7:21am,6:55am,26,59,"Walk to St Paul, MN 55101, USA"
T315,Paul Parkway,St Paul,7:15am,6:11am,64,1980,Bus towards Southbound 865 Express / Downtown
T315,Paul Parkway,St Paul,7:15am,6:11am,64,139,Walk to 6th St S & Nicollet Mall
T315,Paul Parkway,St Paul,7:15am,6:11am,64,1380,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot
T315,Paul Parkway,St Paul,7:15am,6:11am,64,133,"Walk to St Paul, MN 55101, USA"
T316,Marschall Road Transit Station,St Paul,7:26am,5:54am,92,217,Walk to The Marschall Road Transit Station
T316,Marschall Road Transit Station,St Paul,7:26am,5:54am,92,3180,Bus towards 493 Minneapolis
T316,Marschall Road Transit Station,St Paul,7:26am,5:54am,92,102,Walk to 6th St S & 2nd Ave / 3rd Ave S
T316,Marschall Road Transit Station,St Paul,7:26am,5:54am,92,1260,Bus towards Eastbound 94F Express / Dwtn St Paul / River Plaza
T316,Marschall Road Transit Station,St Paul,7:26am,5:54am,92,133,"Walk to St Paul, MN 55101, USA"
T317,Dunkirk Park & Ride,St Paul,7:26am,6:15am,71,10,Walk to Dunkirk Ln P&R - Plymouth Presbyterian
T317,Dunkirk Park & Ride,St Paul,7:26am,6:15am,71,2340,Bus towards Eastbound 774 EB/Dunkirk/Sta 73/East/DTWN/UofM
T317,Dunkirk Park & Ride,St Paul,7:26am,6:15am,71,134,Walk to 6th St S & 2nd Ave / 3rd Ave S
T317,Dunkirk Park & Ride,St Paul,7:26am,6:15am,71,1260,Bus towards Eastbound 94F Express / Dwtn St Paul / River Plaza
T317,Dunkirk Park & Ride,St Paul,7:26am,6:15am,71,133,"Walk to St Paul, MN 55101, USA"
T318,Carmike Cinema,St Paul,7:26am,6:38am,48,359,Walk to Apple Valley Transitway Station NB
T318,Carmike Cinema,St Paul,7:26am,6:38am,48,2400,Bus towards 480 St Paul
T318,Carmike Cinema,St Paul,7:26am,6:38am,48,133,"Walk to St Paul, MN 55101, USA"
T534,Becker Municipal Lot,St Paul,7:10am,5:19am,111,18,Walk to Becker P&R & Willow St
T534,Becker Municipal Lot,St Paul,7:10am,5:19am,111,1200,Bus towards Southbound 887 Northstar Link/Big Lake/ResourceCtr
T534,Becker Municipal Lot,St Paul,7:10am,5:19am,111,33,Walk to Big Lake Station & Platform
T534,Becker Municipal Lot,St Paul,7:10am,5:19am,111,1500,Train towards Southbound Northstar / Minneapolis / Target Field
T534,Becker Municipal Lot,St Paul,7:10am,5:19am,111,30,Walk to Coon Rapids Riverdale Station & Gate C
T534,Becker Municipal Lot,St Paul,7:10am,5:19am,111,3120,Bus towards Southbound 860 Express/St Paul/Northtown
T534,Becker Municipal Lot,St Paul,7:10am,5:19am,111,59,"Walk to St Paul, MN 55101, USA"
T564,Northstar Link Lot,St Paul,7:10am,5:00am,130,2400,Bus towards Southbound 887 Northstar Link/Big Lake/ResourceCtr
T564,Northstar Link Lot,St Paul,7:10am,5:00am,130,33,Walk to Big Lake Station & Platform
T564,Northstar Link Lot,St Paul,7:10am,5:00am,130,1500,Train towards Southbound Northstar / Minneapolis / Target Field
T564,Northstar Link Lot,St Paul,7:10am,5:00am,130,30,Walk to Coon Rapids Riverdale Station & Gate C
T564,Northstar Link Lot,St Paul,7:10am,5:00am,130,3120,Bus towards Southbound 860 Express/St Paul/Northtown
T564,Northstar Link Lot,St Paul,7:10am,5:00am,130,59,"Walk to St Paul, MN 55101, USA"
T701,Maplewood Mall Transit Center,St Paul,7:14am,6:52am,22,60,Walk to Maplewood Mall Transit Center & Gate B
T701,Maplewood Mall Transit Center,St Paul,7:14am,6:52am,22,1200,Bus towards Southbound 265 Express / St Paul
T701,Maplewood Mall Transit Center,St Paul,7:14am,6:52am,22,59,"Walk to St Paul, MN 55101, USA"
T703,Northtown Transit Center,St Paul,7:26am,6:48am,38,2280,Bus towards Southbound 860 Express/St Paul/Northtown
T703,Northtown Transit Center,St Paul,7:26am,6:48am,38,59,"Walk to St Paul, MN 55101, USA"
T704,Louisiana Ave Transit Center,St Paul,7:15am,6:27am,48,130,Walk to Louisiana Transit Center & B Bay
T704,Louisiana Ave Transit Center,St Paul,7:15am,6:27am,48,900,Bus towards Eastbound 663 Express / Downtown
T704,Louisiana Ave Transit Center,St Paul,7:15am,6:27am,48,1200,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot
T704,Louisiana Ave Transit Center,St Paul,7:15am,6:27am,48,133,"Walk to St Paul, MN 55101, USA"
T705,Plymouth Road Park & Ride,St Paul,7:15am,6:21am,54,61,Walk to Wayzata Blvd N & Morries Auto
T705,Plymouth Road Park & Ride,St Paul,7:15am,6:21am,54,1260,Bus towards Eastbound 672 Express / Downtown
T705,Plymouth Road Park & Ride,St Paul,7:15am,6:21am,54,85,Walk to 6th St S & 2nd Ave / 3rd Ave S
T705,Plymouth Road Park & Ride,St Paul,7:15am,6:21am,54,1260,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot
T705,Plymouth Road Park & Ride,St Paul,7:15am,6:21am,54,133,"Walk to St Paul, MN 55101, USA"
T706,Southdale Transit Center,St Paul,7:15am,6:15am,60,29,Walk to Southdale Transit Center & Gate C
T706,Southdale Transit Center,St Paul,7:15am,6:15am,60,1560,Bus towards Northbound 578 Express / Downtown
T706,Southdale Transit Center,St Paul,7:15am,6:15am,60,117,Walk to 6th St S & 2nd Ave / 3rd Ave S
T706,Southdale Transit Center,St Paul,7:15am,6:15am,60,1260,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot
T706,Southdale Transit Center,St Paul,7:15am,6:15am,60,133,"Walk to St Paul, MN 55101, USA"
T716,157th St Station,Minneapolis,7:19am,6:34am,45,7,Walk to 157th St Station
T716,157th St Station,Minneapolis,7:19am,6:34am,45,2640,Bus towards 479 Minneapolis
T716,157th St Station,Minneapolis,7:19am,6:34am,45,49,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T718,Cedar Grove Transit Station,Minneapolis,7:15am,6:22am,53,33,Walk to Cedar Grove Transit Station
T718,Cedar Grove Transit Station,Minneapolis,7:15am,6:22am,53,3120,Bus towards 472 Minneapolis
T718,Cedar Grove Transit Station,Minneapolis,7:15am,6:22am,53,49,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T719,Lakeville Cedar,Minneapolis,7:12am,6:21am,51,90,Walk to Lakeville Cedar P&R
T719,Lakeville Cedar,Minneapolis,7:12am,6:21am,51,2940,Bus towards 477 Minneapolis
T719,Lakeville Cedar,Minneapolis,7:12am,6:21am,51,49,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T721,Rosemount Transit Station,Minneapolis,7:16am,6:30am,46,2760,Bus towards 478 Minneapolis
T721,Rosemount Transit Station,Minneapolis,7:16am,6:30am,46,49,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T722,Eagle Creek Transit Station,Minneapolis,7:27am,6:35am,52,220,Walk to Eagle Creek Park & Ride
T722,Eagle Creek Transit Station,Minneapolis,7:27am,6:35am,52,2880,Bus towards 490 Minneapolis/Eagle/Southbridge
T722,Eagle Creek Transit Station,Minneapolis,7:27am,6:35am,52,49,"Walk to 215 S 8th St, Minneapolis, MN 55402, USA"
T707,South Bloomington Transit Center,St Paul,7:15am,6:18am,57,1320,Bus towards Northbound 597 Express / Minneapolis
T707,South Bloomington Transit Center,St Paul,7:15am,6:18am,57,117,Walk to 6th St S & 2nd Ave / 3rd Ave S
T707,South Bloomington Transit Center,St Paul,7:15am,6:18am,57,1260,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot
T707,South Bloomington Transit Center,St Paul,7:15am,6:18am,57,133,"Walk to St Paul, MN 55101, USA"
T710,Burnsville Transit Station,St Paul,7:26am,6:28am,58,57,Walk to Burnsville Transit Station
T710,Burnsville Transit Station,St Paul,7:26am,6:28am,58,1560,Bus towards 460 Minneapolis
T710,Burnsville Transit Station,St Paul,7:26am,6:28am,58,102,Walk to 6th St S & 2nd Ave / 3rd Ave S
T710,Burnsville Transit Station,St Paul,7:26am,6:28am,58,1260,Bus towards Eastbound 94F Express / Dwtn St Paul / River Plaza
T710,Burnsville Transit Station,St Paul,7:26am,6:28am,58,133,"Walk to St Paul, MN 55101, USA"
T711,Eagan Transit Station,St Paul,7:20am,6:50am,30,46,Walk to Eagan Transit Station
T711,Eagan Transit Station,St Paul,7:20am,6:50am,30,1620,Bus towards 484 St Paul
T711,Eagan Transit Station,St Paul,7:20am,6:50am,30,133,"Walk to St Paul, MN 55101, USA"
T712,Apple Valley Transit Station,St Paul,7:26am,6:40am,46,240,Walk to Apple Valley Transitway Station NB
T712,Apple Valley Transit Station,St Paul,7:26am,6:40am,46,2400,Bus towards 480 St Paul
T712,Apple Valley Transit Station,St Paul,7:26am,6:40am,46,133,"Walk to St Paul, MN 55101, USA"
T713,SouthWest Station,St Paul,7:26am,6:18am,68,91,Walk to SW Station P&R & Technology Dr
T713,SouthWest Station,St Paul,7:26am,6:18am,68,1860,Bus towards Eastbound 698 Express/EC/SW V/Cha/SW St/Mpls/UofM
T713,SouthWest Station,St Paul,7:26am,6:18am,68,134,Walk to 6th St S & 2nd Ave / 3rd Ave S
T713,SouthWest Station,St Paul,7:26am,6:18am,68,1260,Bus towards Eastbound 94F Express / Dwtn St Paul / River Plaza
T713,SouthWest Station,St Paul,7:26am,6:18am,68,133,"Walk to St Paul, MN 55101, USA"
T714,Station 73,St Paul,7:26am,6:30am,56,1560,Bus towards Eastbound 774 EB/Dunkirk/Sta 73/East/DTWN/UofM
T714,Station 73,St Paul,7:26am,6:30am,56,134,Walk to 6th St S & 2nd Ave / 3rd Ave S
T714,Station 73,St Paul,7:26am,6:30am,56,1260,Bus towards Eastbound 94F Express / Dwtn St Paul / River Plaza
T714,Station 73,St Paul,7:26am,6:30am,56,133,"Walk to St Paul, MN 55101, USA"
T715,Mound Transit Center,St Paul,7:15am,5:47am,88,43,Walk to Mound Transit Center & Shoreline Dr (Co Rd 15)
T715,Mound Transit Center,St Paul,7:15am,5:47am,88,2820,Bus towards Eastbound 677 Express/Minneapolis/Via Wayzata
T715,Mound Transit Center,St Paul,7:15am,5:47am,88,85,Walk to 6th St S & 2nd Ave / 3rd Ave S
T715,Mound Transit Center,St Paul,7:15am,5:47am,88,1260,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot
T715,Mound Transit Center,St Paul,7:15am,5:47am,88,133,"Walk to St Paul, MN 55101, USA"
T716,157th St Station,St Paul,7:06am,5:56am,70,7,Walk to 157th St Station
T716,157th St Station,St Paul,7:06am,5:56am,70,660,Bus towards 477 Minneapolis
T716,157th St Station,St Paul,7:06am,5:56am,70,2400,Bus towards 480 St Paul
T716,157th St Station,St Paul,7:06am,5:56am,70,133,"Walk to St Paul, MN 55101, USA"
T718,Cedar Grove Transit Station,St Paul,7:20am,6:28am,52,603,Walk to Cedar Grove Pkwy at Rahn Rd SE corner
T718,Cedar Grove Transit Station,St Paul,7:20am,6:28am,52,2340,Bus towards 484 St Paul
T718,Cedar Grove Transit Station,St Paul,7:20am,6:28am,52,133,"Walk to St Paul, MN 55101, USA"
T719,Lakeville Cedar,St Paul,7:26am,6:21am,65,90,Walk to Lakeville Cedar P&R
T719,Lakeville Cedar,St Paul,7:26am,6:21am,65,480,Bus towards 477 Minneapolis
T719,Lakeville Cedar,St Paul,7:26am,6:21am,65,2400,Bus towards 480 St Paul
T719,Lakeville Cedar,St Paul,7:26am,6:21am,65,133,"Walk to St Paul, MN 55101, USA"
T721,Rosemount Transit Station,St Paul,7:05am,6:32am,33,1860,Bus towards 484 St Paul
T721,Rosemount Transit Station,St Paul,7:05am,6:32am,33,133,"Walk to St Paul, MN 55101, USA"
T722,Eagle Creek Transit Station,St Paul,7:26am,6:03am,83,220,Walk to Eagle Creek Park & Ride
T722,Eagle Creek Transit Station,St Paul,7:26am,6:03am,83,2580,Bus towards 490 Mystic/Eagle/Southbridge
T722,Eagle Creek Transit Station,St Paul,7:26am,6:03am,83,102,Walk to 6th St S & 2nd Ave / 3rd Ave S
T722,Eagle Creek Transit Station,St Paul,7:26am,6:03am,83,1260,Bus towards Eastbound 94F Express / Dwtn St Paul / River Plaza
T722,Eagle Creek Transit Station,St Paul,7:26am,6:03am,83,133,"Walk to St Paul, MN 55101, USA"
