,,index,recordType,id,ox,oy,dx,dy,origin,destination,departure_time,tripDate,destCity,dest,Traffic_model,Distance,Durations_sec,Step_dist,Summary,duration_in_traffic,step_duration,step_end_loc,step_html,step_start_loc
6800_0,0,466,TAZ,467,44.840882093999994,-93.0484372842,44.974573,-93.27035,"[44.840882093999994, -93.0484372842]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,31181.0,1561.0,10.0,US-52 N and I-94 W,1627.0,1.0,"{'lat': 44.8408159, 'lng': -93.04857059999999}",Head south on Boyd Ave toward 75th St E,"{'lat': 44.8409007, 'lng': -93.0485401}"
6800_0,1,466,TAZ,467,44.840882093999994,-93.0484372842,44.974573,-93.27035,"[44.840882093999994, -93.0484372842]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,512.0,,,68.0,"{'lat': 44.8412197, 'lng': -93.0549411}",Turn right at the 1st cross street onto 75th St E,"{'lat': 44.8408159, 'lng': -93.04857059999999}"
6800_0,2,466,TAZ,467,44.840882093999994,-93.0484372842,44.974573,-93.27035,"[44.840882093999994, -93.0484372842]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,737.0,,,64.0,"{'lat': 44.8478474, 'lng': -93.0550118}",Turn right onto Blaine Ave E,"{'lat': 44.8412197, 'lng': -93.0549411}"
6800_0,3,466,TAZ,467,44.840882093999994,-93.0484372842,44.974573,-93.27035,"[44.840882093999994, -93.0484372842]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,273.0,,,25.0,"{'lat': 44.8479371, 'lng': -93.05827049999999}",Turn left onto 70th St E,"{'lat': 44.8478474, 'lng': -93.0550118}"
6800_0,4,466,TAZ,467,44.840882093999994,-93.0484372842,44.974573,-93.27035,"[44.840882093999994, -93.0484372842]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,11850.0,,,460.0,"{'lat': 44.9507278, 'lng': -93.08116400000002}",Turn right to merge onto US-52 N,"{'lat': 44.8479371, 'lng': -93.05827049999999}"
6800_0,5,466,TAZ,467,44.840882093999994,-93.0484372842,44.974573,-93.27035,"[44.840882093999994, -93.0484372842]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,97.0,,,7.0,"{'lat': 44.9515377, 'lng': -93.0816088}",Keep left to stay on US-52 N,"{'lat': 44.9507278, 'lng': -93.08116400000002}"
6800_0,6,466,TAZ,467,44.840882093999994,-93.0484372842,44.974573,-93.27035,"[44.840882093999994, -93.0484372842]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,2251.0,,,125.0,"{'lat': 44.9511408, 'lng': -93.0993075}",Take the exit onto I-94 W/US-10 W toward I-35EContinue to follow I-94 W,"{'lat': 44.9515377, 'lng': -93.0816088}"
6800_0,7,466,TAZ,467,44.840882093999994,-93.0484372842,44.974573,-93.27035,"[44.840882093999994, -93.0484372842]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,13781.0,,,559.0,"{'lat': 44.966035, 'lng': -93.2656607}","Keep right at the fork to stay on I-94 W, follow signs for Minneapolis","{'lat': 44.9511408, 'lng': -93.0993075}"
6800_0,8,466,TAZ,467,44.840882093999994,-93.0484372842,44.974573,-93.27035,"[44.840882093999994, -93.0484372842]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,712.0,,,54.0,"{'lat': 44.97025259999999, 'lng': -93.26945979999999}",Take exit 233A for 11th St,"{'lat': 44.966035, 'lng': -93.2656607}"
6800_0,9,466,TAZ,467,44.840882093999994,-93.0484372842,44.974573,-93.27035,"[44.840882093999994, -93.0484372842]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,75.0,,,12.0,"{'lat': 44.9707407, 'lng': -93.27011}",Merge onto E Grant St,"{'lat': 44.97025259999999, 'lng': -93.26945979999999}"
