,,index,recordType,id,ox,oy,dx,dy,origin,destination,departure_time,tripDate,destCity,dest,Traffic_model,Distance,Durations_sec,Step_dist,Summary,duration_in_traffic,step_duration,step_end_loc,step_html,step_start_loc
11100_0,0,4766,TAZ,1706,45.0970769033,-93.2138893466,44.948164,-93.09143399999999,"[45.0970769033, -93.2138893466]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,22925.0,1157.0,403.0,I-694 E and I-35E S,1140.0,64.0,"{'lat': 45.0934526, 'lng': -93.21383949999999}",Head south on Brighton Ln toward Woodcrest Dr,"{'lat': 45.0970769, 'lng': -93.21389889999999}"
11100_0,1,4766,TAZ,1706,45.0970769033,-93.2138893466,44.948164,-93.09143399999999,"[45.0970769033, -93.2138893466]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,1686.0,,,170.0,"{'lat': 45.0944398, 'lng': -93.1927091}",Turn left onto County H/County Rd 9,"{'lat': 45.0934526, 'lng': -93.21383949999999}"
11100_0,2,4766,TAZ,1706,45.0970769033,-93.2138893466,44.948164,-93.09143399999999,"[45.0970769033, -93.2138893466]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,522.0,,,32.0,"{'lat': 45.0903649, 'lng': -93.1895108}",Turn right onto Mounds View Blvd,"{'lat': 45.0944398, 'lng': -93.1927091}"
11100_0,3,4766,TAZ,1706,45.0970769033,-93.2138893466,44.948164,-93.09143399999999,"[45.0970769033, -93.2138893466]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,181.0,,,9.0,"{'lat': 45.0889593, 'lng': -93.1883714}","Keep left at the fork, follow signs for US-10","{'lat': 45.0903649, 'lng': -93.1895108}"
11100_0,4,4766,TAZ,1706,45.0970769033,-93.2138893466,44.948164,-93.09143399999999,"[45.0970769033, -93.2138893466]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,3497.0,,,129.0,"{'lat': 45.0638203, 'lng': -93.1626672}",Continue onto US-10 E (signs for Arden Hills),"{'lat': 45.0889593, 'lng': -93.1883714}"
11100_0,5,4766,TAZ,1706,45.0970769033,-93.2138893466,44.948164,-93.09143399999999,"[45.0970769033, -93.2138893466]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,280.0,,,11.0,"{'lat': 45.0622494, 'lng': -93.15988449999999}","Keep left to stay on US-10 E, follow signs for I-694 E","{'lat': 45.0638203, 'lng': -93.1626672}"
11100_0,6,4766,TAZ,1706,45.0970769033,-93.2138893466,44.948164,-93.09143399999999,"[45.0970769033, -93.2138893466]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,6132.0,,,214.0,"{'lat': 45.0375608, 'lng': -93.0918612}",Merge onto I-694 E/US-10 E,"{'lat': 45.0622494, 'lng': -93.15988449999999}"
11100_0,7,4766,TAZ,1706,45.0970769033,-93.2138893466,44.948164,-93.09143399999999,"[45.0970769033, -93.2138893466]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,827.0,,,30.0,"{'lat': 45.030285, 'lng': -93.08999449999999}",Take exit 46 for Interstate 35E S/U.S. 10 S toward Saint Paul,"{'lat': 45.0375608, 'lng': -93.0918612}"
11100_0,8,4766,TAZ,1706,45.0970769033,-93.2138893466,44.948164,-93.09143399999999,"[45.0970769033, -93.2138893466]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,7977.0,,,285.0,"{'lat': 44.958709, 'lng': -93.09089759999999}",Merge onto I-35E S/US-10 E,"{'lat': 45.030285, 'lng': -93.08999449999999}"
11100_0,9,4766,TAZ,1706,45.0970769033,-93.2138893466,44.948164,-93.09143399999999,"[45.0970769033, -93.2138893466]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,583.0,,,30.0,"{'lat': 44.9535633, 'lng': -93.09073719999999}",Take exit 107A on the left for 10th St/Wacouta St,"{'lat': 44.958709, 'lng': -93.09089759999999}"
