,,index,recordType,id,ox,oy,dx,dy,origin,destination,departure_time,tripDate,destCity,dest,Traffic_model,Distance,Durations_sec,Step_dist,Summary,duration_in_traffic,step_duration,step_end_loc,step_html,step_start_loc
13700_0,0,1032,TAZ,1033,44.9387618638,-93.4290644949,44.974573,-93.27035,"[44.9387618638, -93.4290644949]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,18001.0,1230.0,250.0,I-394 E,1381.0,29.0,"{'lat': 44.937445, 'lng': -93.4271685}",Head southeast on Woody Ln toward Elmo Rd,"{'lat': 44.9386145, 'lng': -93.42954999999999}"
13700_0,1,1032,TAZ,1033,44.9387618638,-93.4290644949,44.974573,-93.27035,"[44.9387618638, -93.4290644949]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,216.0,,,35.0,"{'lat': 44.935585, 'lng': -93.42764299999999}",Turn right at the 1st cross street onto Elmo Rd,"{'lat': 44.937445, 'lng': -93.4271685}"
13700_0,2,1032,TAZ,1033,44.9387618638,-93.4290644949,44.974573,-93.27035,"[44.9387618638, -93.4290644949]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,562.0,,,80.0,"{'lat': 44.9342374, 'lng': -93.4211697}",Turn left onto Minnetonka Mills Rd,"{'lat': 44.935585, 'lng': -93.42764299999999}"
13700_0,3,1032,TAZ,1033,44.9387618638,-93.4290644949,44.974573,-93.27035,"[44.9387618638, -93.4290644949]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,3889.0,,,307.0,"{'lat': 44.9690192, 'lng': -93.4205387}",Turn left onto Hopkins Crossroad,"{'lat': 44.9342374, 'lng': -93.4211697}"
13700_0,4,1032,TAZ,1033,44.9387618638,-93.4290644949,44.974573,-93.27035,"[44.9387618638, -93.4290644949]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,10402.0,,,415.0,"{'lat': 44.9734906, 'lng': -93.2932817}",Turn right to merge onto I-394 E,"{'lat': 44.9690192, 'lng': -93.4205387}"
13700_0,5,1032,TAZ,1033,44.9387618638,-93.4290644949,44.974573,-93.27035,"[44.9387618638, -93.4290644949]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,1139.0,,,52.0,"{'lat': 44.977141, 'lng': -93.2808041}",Keep left to stay on I-394 E,"{'lat': 44.9734906, 'lng': -93.2932817}"
13700_0,6,1032,TAZ,1033,44.9387618638,-93.4290644949,44.974573,-93.27035,"[44.9387618638, -93.4290644949]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,211.0,,,11.0,"{'lat': 44.9788585, 'lng': -93.2798224}",Take exit 9B toward Ramp B,"{'lat': 44.977141, 'lng': -93.2808041}"
13700_0,7,1032,TAZ,1033,44.9387618638,-93.4290644949,44.974573,-93.27035,"[44.9387618638, -93.4290644949]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,356.0,,,38.0,"{'lat': 44.980386, 'lng': -93.2759804}",Take the Ramp C ramp,"{'lat': 44.9788585, 'lng': -93.2798224}"
13700_0,8,1032,TAZ,1033,44.9387618638,-93.4290644949,44.974573,-93.27035,"[44.9387618638, -93.4290644949]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,706.0,,,190.0,"{'lat': 44.9767196, 'lng': -93.2687333}",Continue straight onto N 6th St,"{'lat': 44.980386, 'lng': -93.2759804}"
13700_0,9,1032,TAZ,1033,44.9387618638,-93.4290644949,44.974573,-93.27035,"[44.9387618638, -93.4290644949]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,270.0,,,73.0,"{'lat': 44.9746179, 'lng': -93.27044959999999}",Turn right onto 2nd Ave SDestination will be on the left,"{'lat': 44.9767196, 'lng': -93.2687333}"
13700_1,0,1032,TAZ,1033,44.9387618638,-93.4290644949,44.974573,-93.27035,"[44.9387618638, -93.4290644949]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,17060.0,1239.0,250.0,MN-7 E,1349.0,29.0,"{'lat': 44.937445, 'lng': -93.4271685}",Head southeast on Woody Ln toward Elmo Rd,"{'lat': 44.9386145, 'lng': -93.42954999999999}"
13700_1,1,1032,TAZ,1033,44.9387618638,-93.4290644949,44.974573,-93.27035,"[44.9387618638, -93.4290644949]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,216.0,,,35.0,"{'lat': 44.935585, 'lng': -93.42764299999999}",Turn right at the 1st cross street onto Elmo Rd,"{'lat': 44.937445, 'lng': -93.4271685}"
