,,index,recordType,id,ox,oy,dx,dy,origin,destination,departure_time,tripDate,destCity,dest,Traffic_model,Distance,Durations_sec,Step_dist,Summary,duration_in_traffic,step_duration,step_end_loc,step_html,step_start_loc
12900_0,0,232,TAZ,233,45.183382638999994,-93.35764602530001,44.974573,-93.27035,"[45.183382638999994, -93.35764602530001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,28010.0,1661.0,65.0,I-94 E,1847.0,12.0,"{'lat': 45.1824698, 'lng': -93.358404}",Head west on 116th Ln NW toward Tulip St NW,"{'lat': 45.1825945, 'lng': -93.3576315}"
12900_0,1,232,TAZ,233,45.183382638999994,-93.35764602530001,44.974573,-93.27035,"[45.183382638999994, -93.35764602530001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,145.0,,,22.0,"{'lat': 45.18123509999999, 'lng': -93.35809599999999}",Turn left onto Tulip St NW,"{'lat': 45.1824698, 'lng': -93.358404}"
12900_0,2,232,TAZ,233,45.183382638999994,-93.35764602530001,44.974573,-93.27035,"[45.183382638999994, -93.35764602530001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,220.0,,,38.0,"{'lat': 45.1809703, 'lng': -93.3605286}",Turn right to stay on Tulip St NW,"{'lat': 45.18123509999999, 'lng': -93.35809599999999}"
12900_0,3,232,TAZ,233,45.183382638999994,-93.35764602530001,44.974573,-93.27035,"[45.183382638999994, -93.35764602530001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,6402.0,,,433.0,"{'lat': 45.1482438, 'lng': -93.29425789999999}",Turn left onto Coon Rapids Blvd,"{'lat': 45.1809703, 'lng': -93.3605286}"
12900_0,4,232,TAZ,233,45.183382638999994,-93.35764602530001,44.974573,-93.27035,"[45.183382638999994, -93.35764602530001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,1014.0,,,52.0,"{'lat': 45.1394822, 'lng': -93.2912853}",Slight right onto E River Rd,"{'lat': 45.1482438, 'lng': -93.29425789999999}"
12900_0,5,232,TAZ,233,45.183382638999994,-93.35764602530001,44.974573,-93.27035,"[45.183382638999994, -93.35764602530001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,1634.0,,,69.0,"{'lat': 45.1266303, 'lng': -93.3009992}",Turn right to merge onto MN-610 W,"{'lat': 45.1394822, 'lng': -93.2912853}"
12900_0,6,232,TAZ,233,45.183382638999994,-93.35764602530001,44.974573,-93.27035,"[45.183382638999994, -93.35764602530001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,1335.0,,,49.0,"{'lat': 45.1167212, 'lng': -93.3065671}",Take the MN-252 exit toward Minneapolis,"{'lat': 45.1266303, 'lng': -93.3009992}"
12900_0,7,232,TAZ,233,45.183382638999994,-93.35764602530001,44.974573,-93.27035,"[45.183382638999994, -93.35764602530001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,5406.0,,,273.0,"{'lat': 45.0731098, 'lng': -93.2864797}",Continue onto MN-252 S,"{'lat': 45.1167212, 'lng': -93.3065671}"
12900_0,8,232,TAZ,233,45.183382638999994,-93.35764602530001,44.974573,-93.27035,"[45.183382638999994, -93.35764602530001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,829.0,,,35.0,"{'lat': 45.0657001, 'lng': -93.2861628}","Keep left to stay on MN-252 S, follow signs for I-94 E/Minneapolis","{'lat': 45.0731098, 'lng': -93.2864797}"
12900_0,9,232,TAZ,233,45.183382638999994,-93.35764602530001,44.974573,-93.27035,"[45.183382638999994, -93.35764602530001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,7246.0,,,250.0,"{'lat': 45.00159670000001, 'lng': -93.28282759999999}",Merge onto I-94 E,"{'lat': 45.0657001, 'lng': -93.2861628}"
