,,index,recordType,id,ox,oy,dx,dy,origin,destination,departure_time,tripDate,destCity,dest,Traffic_model,Distance,Durations_sec,Step_dist,Summary,duration_in_traffic,step_duration,step_end_loc,step_html,step_start_loc
10900_0,0,4566,TAZ,1506,44.9154398803,-93.22765854020001,44.948164,-93.09143399999999,"[44.9154398803, -93.22765854020001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,13418.0,1305.0,67.0,Randolph Ave and I-35E N,1068.0,8.0,"{'lat': 44.9160391, 'lng': -93.2271007}",Head north on S 31st Ave toward E Minnehaha Pkwy,"{'lat': 44.9154371, 'lng': -93.22710690000001}"
10900_0,1,4566,TAZ,1506,44.9154398803,-93.22765854020001,44.948164,-93.09143399999999,"[44.9154398803, -93.22765854020001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,1090.0,,,120.0,"{'lat': 44.9164542, 'lng': -93.21332319999999}",Turn right onto E Minnehaha Pkwy,"{'lat': 44.9160391, 'lng': -93.2271007}"
10900_0,2,4566,TAZ,1506,44.9154398803,-93.22765854020001,44.948164,-93.09143399999999,"[44.9154398803, -93.22765854020001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,67.0,,,9.0,"{'lat': 44.9167107, 'lng': -93.2126826}","At the traffic circle, continue straight","{'lat': 44.9164542, 'lng': -93.21332319999999}"
10900_0,3,4566,TAZ,1506,44.9154398803,-93.22765854020001,44.948164,-93.09143399999999,"[44.9154398803, -93.22765854020001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,480.0,,,64.0,"{'lat': 44.9186392, 'lng': -93.2076358}",Continue onto Godfrey Pkwy,"{'lat': 44.9167107, 'lng': -93.2126826}"
10900_0,4,4566,TAZ,1506,44.9154398803,-93.22765854020001,44.948164,-93.09143399999999,"[44.9154398803, -93.22765854020001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,82.0,,,17.0,"{'lat': 44.9193763, 'lng': -93.20765399999999}",Turn left onto 46th Ave S,"{'lat': 44.9186392, 'lng': -93.2076358}"
10900_0,5,4566,TAZ,1506,44.9154398803,-93.22765854020001,44.948164,-93.09143399999999,"[44.9154398803, -93.22765854020001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,1291.0,,,107.0,"{'lat': 44.9178595, 'lng': -93.19247519999999}",Turn right onto Ford Pkwy,"{'lat': 44.9193763, 'lng': -93.20765399999999}"
10900_0,6,4566,TAZ,1506,44.9154398803,-93.22765854020001,44.948164,-93.09143399999999,"[44.9154398803, -93.22765854020001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,1022.0,,,98.0,"{'lat': 44.9270479, 'lng': -93.1924725}",Turn left onto Cretin Ave S,"{'lat': 44.9178595, 'lng': -93.19247519999999}"
10900_0,7,4566,TAZ,1506,44.9154398803,-93.22765854020001,44.948164,-93.09143399999999,"[44.9154398803, -93.22765854020001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,3822.0,,,434.0,"{'lat': 44.92692880000001, 'lng': -93.14393079999999}",Turn right onto Randolph Ave,"{'lat': 44.9270479, 'lng': -93.1924725}"
10900_0,8,4566,TAZ,1506,44.9154398803,-93.22765854020001,44.948164,-93.09143399999999,"[44.9154398803, -93.22765854020001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,3965.0,,,186.0,"{'lat': 44.9464655, 'lng': -93.1046776}",Turn left to merge onto I-35E N,"{'lat': 44.92692880000001, 'lng': -93.14393079999999}"
10900_0,9,4566,TAZ,1506,44.9154398803,-93.22765854020001,44.948164,-93.09143399999999,"[44.9154398803, -93.22765854020001]","44.948164, -93.091434",7:00 AM,9/18/2017,St Paul,"[44.948164, -93.09143399999999]",optimistic,,,531.0,,,40.0,"{'lat': 44.9499675, 'lng': -93.1002795}",Take exit 106C for 11th St toward State Capitol,"{'lat': 44.9464655, 'lng': -93.1046776}"
