,,index,recordType,id,ox,oy,dx,dy,origin,destination,departure_time,tripDate,destCity,dest,Traffic_model,Distance,Durations_sec,Step_dist,Summary,duration_in_traffic,step_duration,step_end_loc,step_html,step_start_loc
100_0,0,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,33193.0,1876.0,75.0,I-94 E,3254.0,12.0,"{'lat': 45.2040118, 'lng': -93.3254008}",Head west on 128th Ln toward Uplander St NW,"{'lat': 45.2039991, 'lng': -93.3244478}"
100_0,1,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,97.0,,,16.0,"{'lat': 45.2048839, 'lng': -93.3253831}",Turn right onto Uplander St NW,"{'lat': 45.2040118, 'lng': -93.3254008}"
100_0,2,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,127.0,,,20.0,"{'lat': 45.2049422, 'lng': -93.32700439999999}",Turn left onto 129th Ave NW,"{'lat': 45.2048839, 'lng': -93.3253831}"
100_0,3,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,402.0,,,48.0,"{'lat': 45.20855539999999, 'lng': -93.32699339999999}",129th Ave NW turns right and becomes Verdin St NW,"{'lat': 45.2049422, 'lng': -93.32700439999999}"
100_0,4,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,157.0,,,26.0,"{'lat': 45.2085514, 'lng': -93.3290019}",Turn left onto 131st Ave NW,"{'lat': 45.20855539999999, 'lng': -93.32699339999999}"
100_0,5,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,1274.0,,,84.0,"{'lat': 45.1979543, 'lng': -93.33267939999999}",Turn left onto Coon Creek Blvd,"{'lat': 45.2085514, 'lng': -93.3290019}"
100_0,6,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,747.0,,,67.0,"{'lat': 45.1976542, 'lng': -93.34207909999999}",Turn right onto Main St NW,"{'lat': 45.1979543, 'lng': -93.33267939999999}"
100_0,7,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,6214.0,,,233.0,"{'lat': 45.1609701, 'lng': -93.28326539999999}",Sharp left to merge onto MN-47 S/US-10 E,"{'lat': 45.1976542, 'lng': -93.34207909999999}"
100_0,8,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,10396.0,,,558.0,"{'lat': 45.0712091, 'lng': -93.2635517}","Keep right at the fork to continue on MN-47 S/State Hwy 47 S, follow signs for MN-610/MinneapolisPass by McDonald's (on the right in 3.4&nbsp;mi)","{'lat': 45.1609701, 'lng': -93.28326539999999}"
100_0,9,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,1936.0,,,91.0,"{'lat': 45.0696777, 'lng': -93.2863351}",Take the ramp onto I-694 W,"{'lat': 45.0712091, 'lng': -93.2635517}"
100_0,10,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,352.0,,,24.0,"{'lat': 45.0697943, 'lng': -93.28605069999999}",Take exit 35B toward I-94 E,"{'lat': 45.0696777, 'lng': -93.2863351}"
100_0,11,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,456.0,,,19.0,"{'lat': 45.0657001, 'lng': -93.2861628}",Merge onto MN-252 S,"{'lat': 45.0697943, 'lng': -93.28605069999999}"
100_0,12,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,7246.0,,,250.0,"{'lat': 45.00159670000001, 'lng': -93.28282759999999}",Merge onto I-94 E,"{'lat': 45.0657001, 'lng': -93.2861628}"
100_0,13,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,2172.0,,,89.0,"{'lat': 44.984262, 'lng': -93.2772162}",Take exit 230 for 4th St N,"{'lat': 45.00159670000001, 'lng': -93.28282759999999}"
100_0,14,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,375.0,,,42.0,"{'lat': 44.9820275, 'lng': -93.27365669999999}","Keep right at the fork, follow signs for 2nd Ave N","{'lat': 44.984262, 'lng': -93.2772162}"
100_0,15,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,646.0,,,159.0,"{'lat': 44.978639, 'lng': -93.26706380000002}",Continue onto N 4th St,"{'lat': 44.9820275, 'lng': -93.27365669999999}"
100_0,16,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,521.0,,,138.0,"{'lat': 44.9746179, 'lng': -93.27044959999999}",Turn right onto 2nd Ave SDestination will be on the left,"{'lat': 44.978639, 'lng': -93.26706380000002}"
100_1,0,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,29900.0,1938.0,75.0,MN-252 S and I-94 E,3331.0,12.0,"{'lat': 45.2040118, 'lng': -93.3254008}",Head west on 128th Ln toward Uplander St NW,"{'lat': 45.2039991, 'lng': -93.3244478}"
100_1,1,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,97.0,,,16.0,"{'lat': 45.2048839, 'lng': -93.3253831}",Turn right onto Uplander St NW,"{'lat': 45.2040118, 'lng': -93.3254008}"
100_1,2,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,566.0,,,76.0,"{'lat': 45.20478689999999, 'lng': -93.3181633}",Turn right onto 129th Ave NW,"{'lat': 45.2048839, 'lng': -93.3253831}"
100_1,3,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,1581.0,,,142.0,"{'lat': 45.1907646, 'lng': -93.3172738}",Turn right onto Shenandoah Blvd NW,"{'lat': 45.20478689999999, 'lng': -93.3181633}"
100_1,4,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,609.0,,,47.0,"{'lat': 45.1900807, 'lng': -93.30979909999999}",Continue onto 121st Ave NW,"{'lat': 45.1907646, 'lng': -93.3172738}"
100_1,5,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,3406.0,,,333.0,"{'lat': 45.16101020000001, 'lng': -93.317995}",Turn right onto Hanson Blvd NW,"{'lat': 45.1900807, 'lng': -93.30979909999999}"
100_1,6,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,2388.0,,,156.0,"{'lat': 45.1482438, 'lng': -93.29425789999999}",Turn left onto Coon Rapids Blvd,"{'lat': 45.16101020000001, 'lng': -93.317995}"
100_1,7,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,1014.0,,,52.0,"{'lat': 45.1394822, 'lng': -93.2912853}",Slight right onto E River Rd,"{'lat': 45.1482438, 'lng': -93.29425789999999}"
100_1,8,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,1634.0,,,69.0,"{'lat': 45.1266303, 'lng': -93.3009992}",Turn right to merge onto MN-610 W,"{'lat': 45.1394822, 'lng': -93.2912853}"
100_1,9,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,1335.0,,,49.0,"{'lat': 45.1167212, 'lng': -93.3065671}",Take the MN-252 exit toward Minneapolis,"{'lat': 45.1266303, 'lng': -93.3009992}"
100_1,10,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,5406.0,,,273.0,"{'lat': 45.0731098, 'lng': -93.2864797}",Continue onto MN-252 S,"{'lat': 45.1167212, 'lng': -93.3065671}"
100_1,11,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,829.0,,,35.0,"{'lat': 45.0657001, 'lng': -93.2861628}","Keep left to stay on MN-252 S, follow signs for I-94 E/Minneapolis","{'lat': 45.0731098, 'lng': -93.2864797}"
100_1,12,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,7246.0,,,250.0,"{'lat': 45.00159670000001, 'lng': -93.28282759999999}",Merge onto I-94 E,"{'lat': 45.0657001, 'lng': -93.2861628}"
100_1,13,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,2172.0,,,89.0,"{'lat': 44.984262, 'lng': -93.2772162}",Take exit 230 for 4th St N,"{'lat': 45.00159670000001, 'lng': -93.28282759999999}"
100_1,14,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,375.0,,,42.0,"{'lat': 44.9820275, 'lng': -93.27365669999999}","Keep right at the fork, follow signs for 2nd Ave N","{'lat': 44.984262, 'lng': -93.2772162}"
100_1,15,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,646.0,,,159.0,"{'lat': 44.978639, 'lng': -93.26706380000002}",Continue onto N 4th St,"{'lat': 44.9820275, 'lng': -93.27365669999999}"
100_1,16,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,521.0,,,138.0,"{'lat': 44.9746179, 'lng': -93.27044959999999}",Turn right onto 2nd Ave SDestination will be on the left,"{'lat': 44.978639, 'lng': -93.26706380000002}"
100_2,0,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,33047.0,1732.0,75.0,"US-10 E, MN-252 S and I-94 E",3287.0,12.0,"{'lat': 45.2040118, 'lng': -93.3254008}",Head west on 128th Ln toward Uplander St NW,"{'lat': 45.2039991, 'lng': -93.3244478}"
100_2,1,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,97.0,,,16.0,"{'lat': 45.2048839, 'lng': -93.3253831}",Turn right onto Uplander St NW,"{'lat': 45.2040118, 'lng': -93.3254008}"
100_2,2,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,127.0,,,20.0,"{'lat': 45.2049422, 'lng': -93.32700439999999}",Turn left onto 129th Ave NW,"{'lat': 45.2048839, 'lng': -93.3253831}"
100_2,3,100,TAZ,101,45.2040671494,-93.3244455785,44.974573,-93.27035,"[45.2040671494, -93.3244455785]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,402.0,,,48.0,"{'lat': 45.20855539999999, 'lng': -93.32699339999999}",129th Ave NW turns right and becomes Verdin St NW,"{'lat': 45.2049422, 'lng': -93.32700439999999}"
