,,index,recordType,id,ox,oy,dx,dy,origin,destination,departure_time,tripDate,destCity,dest,Traffic_model,Distance,Durations_sec,Step_dist,Summary,duration_in_traffic,step_duration,step_end_loc,step_html,step_start_loc
6900_0,0,566,TAZ,567,44.762481854300006,-93.29449430790001,44.974573,-93.27035,"[44.762481854300006, -93.29449430790001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,29063.0,1529.0,620.0,I-35W N,1503.0,79.0,"{'lat': 44.7677426, 'lng': -93.2948837}",Head north on Girard Ave S toward Girard Ct,"{'lat': 44.7624656, 'lng': -93.29501979999999}"
6900_0,1,566,TAZ,567,44.762481854300006,-93.29449430790001,44.974573,-93.27035,"[44.762481854300006, -93.29449430790001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,710.0,,,74.0,"{'lat': 44.7697569, 'lng': -93.2870662}",Turn right onto Burnsville Pkwy,"{'lat': 44.7677426, 'lng': -93.2948837}"
6900_0,2,566,TAZ,567,44.762481854300006,-93.29449430790001,44.974573,-93.27035,"[44.762481854300006, -93.29449430790001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,21553.0,,,808.0,"{'lat': 44.9474051, 'lng': -93.2745923}",Turn right to merge onto I-35W N,"{'lat': 44.7697569, 'lng': -93.2870662}"
6900_0,3,566,TAZ,567,44.762481854300006,-93.29449430790001,44.974573,-93.27035,"[44.762481854300006, -93.29449430790001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,1227.0,,,53.0,"{'lat': 44.9575393, 'lng': -93.2692862}",Keep left to stay on I-35W N,"{'lat': 44.9474051, 'lng': -93.2745923}"
6900_0,4,566,TAZ,567,44.762481854300006,-93.29449430790001,44.974573,-93.27035,"[44.762481854300006, -93.29449430790001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,1977.0,,,94.0,"{'lat': 44.9662997, 'lng': -93.2549178}",Keep right at the fork to stay on I-35W N,"{'lat': 44.9575393, 'lng': -93.2692862}"
6900_0,5,566,TAZ,567,44.762481854300006,-93.29449430790001,44.974573,-93.27035,"[44.762481854300006, -93.29449430790001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,573.0,,,29.0,"{'lat': 44.97073289999999, 'lng': -93.2518953}",Take exit 17C for 3rd St toward U of M West Bank,"{'lat': 44.9662997, 'lng': -93.2549178}"
6900_0,6,566,TAZ,567,44.762481854300006,-93.29449430790001,44.974573,-93.27035,"[44.762481854300006, -93.29449430790001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,104.0,,,6.0,"{'lat': 44.9714149, 'lng': -93.25098899999999}",Keep left to continue toward S 3rd St,"{'lat': 44.97073289999999, 'lng': -93.2518953}"
6900_0,7,566,TAZ,567,44.762481854300006,-93.29449430790001,44.974573,-93.27035,"[44.762481854300006, -93.29449430790001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,513.0,,,34.0,"{'lat': 44.9735916, 'lng': -93.2549567}","Keep left, follow signs for 3rd St","{'lat': 44.9714149, 'lng': -93.25098899999999}"
6900_0,8,566,TAZ,567,44.762481854300006,-93.29449430790001,44.974573,-93.27035,"[44.762481854300006, -93.29449430790001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,1011.0,,,167.0,"{'lat': 44.9789967, 'lng': -93.26485609999999}",Continue onto S 3rd St,"{'lat': 44.9735916, 'lng': -93.2549567}"
6900_0,9,566,TAZ,567,44.762481854300006,-93.29449430790001,44.974573,-93.27035,"[44.762481854300006, -93.29449430790001]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,512.0,,,110.0,"{'lat': 44.9751789, 'lng': -93.2682359}",Turn left onto 3rd Ave S,"{'lat': 44.9789967, 'lng': -93.26485609999999}"
