,,index,recordType,id,ox,oy,dx,dy,origin,destination,departure_time,tripDate,destCity,dest,Traffic_model,Distance,Durations_sec,Step_dist,Summary,duration_in_traffic,step_duration,step_end_loc,step_html,step_start_loc
800_0,0,800,TAZ,801,45.224808006,-93.5372960539,44.974573,-93.27035,"[45.224808006, -93.5372960539]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,43070.0,2209.0,457.0,MN-610 E,3536.0,35.0,"{'lat': 45.2207061, 'lng': -93.53775580000001}",Head south on Frederick Rd toward 148th Cir N,"{'lat': 45.2248122, 'lng': -93.5374477}"
800_0,1,800,TAZ,801,45.224808006,-93.5372960539,44.974573,-93.27035,"[45.224808006, -93.5372960539]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,1165.0,,,74.0,"{'lat': 45.2186781, 'lng': -93.5236511}",Turn left onto 147th Ave N,"{'lat': 45.2207061, 'lng': -93.53775580000001}"
800_0,2,800,TAZ,801,45.224808006,-93.5372960539,44.974573,-93.27035,"[45.224808006, -93.5372960539]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,5534.0,,,330.0,"{'lat': 45.1696844, 'lng': -93.5214409}",Turn right onto Brockton Ln N,"{'lat': 45.2186781, 'lng': -93.5236511}"
800_0,3,800,TAZ,801,45.224808006,-93.5372960539,44.974573,-93.27035,"[45.224808006, -93.5372960539]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,7624.0,,,395.0,"{'lat': 45.1308117, 'lng': -93.4421929}",Turn left onto County Rd 81,"{'lat': 45.1696844, 'lng': -93.5214409}"
800_0,4,800,TAZ,801,45.224808006,-93.5372960539,44.974573,-93.27035,"[45.224808006, -93.5372960539]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,10134.0,,,352.0,"{'lat': 45.1226502, 'lng': -93.3143273}",Take the ramp on the left onto MN-610 E,"{'lat': 45.1308117, 'lng': -93.4421929}"
800_0,5,800,TAZ,801,45.224808006,-93.5372960539,44.974573,-93.27035,"[45.224808006, -93.5372960539]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,961.0,,,37.0,"{'lat': 45.1167212, 'lng': -93.3065671}",Take the MN-252 exit,"{'lat': 45.1226502, 'lng': -93.3143273}"
800_0,6,800,TAZ,801,45.224808006,-93.5372960539,44.974573,-93.27035,"[45.224808006, -93.5372960539]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,5406.0,,,273.0,"{'lat': 45.0731098, 'lng': -93.2864797}",Continue onto MN-252 S,"{'lat': 45.1167212, 'lng': -93.3065671}"
800_0,7,800,TAZ,801,45.224808006,-93.5372960539,44.974573,-93.27035,"[45.224808006, -93.5372960539]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,829.0,,,35.0,"{'lat': 45.0657001, 'lng': -93.2861628}","Keep left to stay on MN-252 S, follow signs for I-94 E/Minneapolis","{'lat': 45.0731098, 'lng': -93.2864797}"
800_0,8,800,TAZ,801,45.224808006,-93.5372960539,44.974573,-93.27035,"[45.224808006, -93.5372960539]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,7246.0,,,250.0,"{'lat': 45.00159670000001, 'lng': -93.28282759999999}",Merge onto I-94 E,"{'lat': 45.0657001, 'lng': -93.2861628}"
800_0,9,800,TAZ,801,45.224808006,-93.5372960539,44.974573,-93.27035,"[45.224808006, -93.5372960539]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",pessimistic,,,2172.0,,,89.0,"{'lat': 44.984262, 'lng': -93.2772162}",Take exit 230 for 4th St N,"{'lat': 45.00159670000001, 'lng': -93.28282759999999}"
