,,index,recordType,id,ox,oy,dx,dy,origin,destination,departure_time,tripDate,destCity,dest,Traffic_model,Distance,Durations_sec,Step_dist,Summary,duration_in_traffic,step_duration,step_end_loc,step_html,step_start_loc
14000_0,0,1332,TAZ,1333,44.977509150500005,-93.2785149355,44.974573,-93.27035,"[44.977509150500005, -93.2785149355]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,1061.0,266.0,664.0,N 10th St,257.0,150.0,"{'lat': 44.9734291, 'lng': -93.273321}",Head south on N 10th St toward Hawthorne Ave,"{'lat': 44.9775096, 'lng': -93.2788324}"
14000_0,1,1332,TAZ,1333,44.977509150500005,-93.2785149355,44.974573,-93.27035,"[44.977509150500005, -93.2785149355]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,249.0,,,72.0,"{'lat': 44.9753513, 'lng': -93.2716987}",Turn left onto S Marquette Ave,"{'lat': 44.9734291, 'lng': -93.273321}"
14000_0,2,1332,TAZ,1333,44.977509150500005,-93.2785149355,44.974573,-93.27035,"[44.977509150500005, -93.2785149355]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,127.0,,,39.0,"{'lat': 44.974777, 'lng': -93.2703063}",Turn right at the 2nd cross street onto S 8th St,"{'lat': 44.9753513, 'lng': -93.2716987}"
14000_0,3,1332,TAZ,1333,44.977509150500005,-93.2785149355,44.974573,-93.27035,"[44.977509150500005, -93.2785149355]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,21.0,,,5.0,"{'lat': 44.9746179, 'lng': -93.27044959999999}",Turn right onto 2nd Ave SDestination will be on the left,"{'lat': 44.974777, 'lng': -93.2703063}"
14001_1,0,1333,TAZ,1334,44.982084416400006,-93.2841531026,44.974573,-93.27035,"[44.982084416400006, -93.2841531026]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,1837.0,412.0,75.0,N 10th St,399.0,21.0,"{'lat': 44.981475, 'lng': -93.28319839999999}",Head east toward Royalston Ave,"{'lat': 44.9814663, 'lng': -93.28415489999999}"
14001_1,1,1333,TAZ,1334,44.982084416400006,-93.2841531026,44.974573,-93.27035,"[44.982084416400006, -93.2841531026]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,323.0,,,46.0,"{'lat': 44.9789691, 'lng': -93.2815351}",Turn right onto Royalston Ave,"{'lat': 44.981475, 'lng': -93.28319839999999}"
14001_1,2,1333,TAZ,1334,44.982084416400006,-93.2841531026,44.974573,-93.27035,"[44.982084416400006, -93.2841531026]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,222.0,,,44.0,"{'lat': 44.9789121, 'lng': -93.2788246}",Turn left onto Glenwood Ave,"{'lat': 44.9789691, 'lng': -93.2815351}"
14001_1,3,1333,TAZ,1334,44.982084416400006,-93.2841531026,44.974573,-93.27035,"[44.982084416400006, -93.2841531026]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,820.0,,,185.0,"{'lat': 44.9734291, 'lng': -93.273321}",Turn right onto N 10th St,"{'lat': 44.9789121, 'lng': -93.2788246}"
14001_1,4,1333,TAZ,1334,44.982084416400006,-93.2841531026,44.974573,-93.27035,"[44.982084416400006, -93.2841531026]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,249.0,,,72.0,"{'lat': 44.9753513, 'lng': -93.2716987}",Turn left onto S Marquette Ave,"{'lat': 44.9734291, 'lng': -93.273321}"
14001_1,5,1333,TAZ,1334,44.982084416400006,-93.2841531026,44.974573,-93.27035,"[44.982084416400006, -93.2841531026]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",best_guess,,,127.0,,,39.0,"{'lat': 44.974777, 'lng': -93.2703063}",Turn right at the 2nd cross street onto S 8th St,"{'lat': 44.9753513, 'lng': -93.2716987}"
