,,index,recordType,id,ox,oy,dx,dy,origin,destination,departure_time,tripDate,destCity,dest,Traffic_model,Distance,Durations_sec,Step_dist,Summary,duration_in_traffic,step_duration,step_end_loc,step_html,step_start_loc
8000_0,0,1666,TAZ,1667,44.82833945189999,-93.40356228819999,44.974573,-93.27035,"[44.82833945189999, -93.40356228819999]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,28185.0,1471.0,41.0,US-169 N and I-394 E,1391.0,10.0,"{'lat': 44.82856049999999, 'lng': -93.4028452}",Head east on Squire Ln,"{'lat': 44.8286573, 'lng': -93.40334449999999}"
8000_0,1,1666,TAZ,1667,44.82833945189999,-93.40356228819999,44.974573,-93.27035,"[44.82833945189999, -93.40356228819999]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,168.0,,,42.0,"{'lat': 44.828999, 'lng': -93.4010727}",Turn left to stay on Squire Ln,"{'lat': 44.82856049999999, 'lng': -93.4028452}"
8000_0,2,1666,TAZ,1667,44.82833945189999,-93.40356228819999,44.974573,-93.27035,"[44.82833945189999, -93.40356228819999]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,323.0,,,44.0,"{'lat': 44.8310062, 'lng': -93.3987413}",Turn left onto Linden Dr/Squire CirContinue to follow Linden Dr,"{'lat': 44.828999, 'lng': -93.4010727}"
8000_0,3,1666,TAZ,1667,44.82833945189999,-93.40356228819999,44.974573,-93.27035,"[44.82833945189999, -93.40356228819999]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,718.0,,,58.0,"{'lat': 44.8369165, 'lng': -93.40008929999999}",Turn left onto Hennepin Town Rd,"{'lat': 44.8310062, 'lng': -93.3987413}"
8000_0,4,1666,TAZ,1667,44.82833945189999,-93.40356228819999,44.974573,-93.27035,"[44.82833945189999, -93.40356228819999]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,192.0,,,24.0,"{'lat': 44.8366493, 'lng': -93.3976992}",Turn right onto Anderson Lakes Pkwy/Bloomington Ferry Rd,"{'lat': 44.8369165, 'lng': -93.40008929999999}"
8000_0,5,1666,TAZ,1667,44.82833945189999,-93.40356228819999,44.974573,-93.27035,"[44.82833945189999, -93.40356228819999]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,15190.0,,,576.0,"{'lat': 44.9701478, 'lng': -93.40058619999999}",Turn left to merge onto US-169 N,"{'lat': 44.8366493, 'lng': -93.3976992}"
8000_0,6,1666,TAZ,1667,44.82833945189999,-93.40356228819999,44.974573,-93.27035,"[44.82833945189999, -93.40356228819999]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,8871.0,,,353.0,"{'lat': 44.9734906, 'lng': -93.2932817}",Take the exit onto I-394 E toward Minneapolis,"{'lat': 44.9701478, 'lng': -93.40058619999999}"
8000_0,7,1666,TAZ,1667,44.82833945189999,-93.40356228819999,44.974573,-93.27035,"[44.82833945189999, -93.40356228819999]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,1139.0,,,52.0,"{'lat': 44.977141, 'lng': -93.2808041}",Keep left to stay on I-394 E,"{'lat': 44.9734906, 'lng': -93.2932817}"
8000_0,8,1666,TAZ,1667,44.82833945189999,-93.40356228819999,44.974573,-93.27035,"[44.82833945189999, -93.40356228819999]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,211.0,,,11.0,"{'lat': 44.9788585, 'lng': -93.2798224}",Take exit 9B toward Ramp B,"{'lat': 44.977141, 'lng': -93.2808041}"
8000_0,9,1666,TAZ,1667,44.82833945189999,-93.40356228819999,44.974573,-93.27035,"[44.82833945189999, -93.40356228819999]","44.974573, -93.27035",7:00 AM,9/18/2017,Minneapolis,"[44.974573, -93.27035]",optimistic,,,356.0,,,38.0,"{'lat': 44.980386, 'lng': -93.2759804}",Take the Ramp C ramp,"{'lat': 44.9788585, 'lng': -93.2798224}"
